5,」「文法の説明」などの，,1,0,0,0.080582296,0
8,「受動的な学習」,1,0,0,0.131590339,0.035071531
13,問題集によるテキスト学習が多い．,1,0,0,0.113960576,0.030372837
14,語学学習の１つの方法として，,1,0,0.104257207,0.113960576,0.030372837
16,ラーニング学習が普及しつつある．,1,0.15430335,0.170251306,0.325669474,0.123996588
19,自分の好きな時間に学習できる,1,0,0,0.152894157,0.027166291
21,何度も繰り返すことができる」,1,0,0,0.050964719,0.081498874
22,などのメリットがある．,1,0,0,0.080582296,0.085907356
23,研究課題,1,0,0.147441956,0.322329186,0.128861034
28,過半数が，以下の３項目を課題視している．,1,0.133630621,0.147441956,0.120873445,0.128861034
32,e,1,0,0,0,0.121491348
36,問題作成,1,0,0,0.161164593,0.386583102
38,に課題があることがわかる．,1,0,0.104257207,0.170940865,0.212609859
39,既存の,1,0,0,0.113960576,0
40,e,1,0,0,0,0.121491348
42,ラーニング学習では，学習者に提供した問題が適切であったかの評価方,1,0.104828484,0.057831493,0.189641862,0.320108554
43,法が乏しく，解決する必要がある．,1,0,0,0.093048421,0.173595223
49,研究動機,1,0,0,0.161164593,0.042953678
51,問題の評価方法を改善することで，問題の難易度や人気度などが分かり，,1,0,0.057831493,0.063213954,0.404347647
52,学習者に適した問題を提供しやすくなる．,1,0.133630621,0.073720978,0.161164593,0.257722068
55,」の解決に繋がる．,1,0,0,0.080582296,0.042953678
57,評価,1,0,0,0,0.30372837
58,をシステムで行うことで，コスト削減にもなる．,1,0,0,0.093048421,0.123996588
62,の課題も解決される．,1,0,0.104257207,0.170940865,0.121491348
63,問題の改善点，利用状況を把握することができ，「問題作成」の課題解決,1,0,0.10767638,0.176546966,0.407796105
65,②学習分析・評価,1,0,0,0.131590339,0.210429187
68,相関係数を計算しその平均を,1,0.15430335,0.085125653,0.046524211,0.09919727
72,問題,1,0,0,0.113960576,0.425219717
76,問題,1,0,0,0.113960576,0.425219717
84,各問題の,1,0,0,0.080582296,0.300675746
92,が信頼度最低，１が信頼度最高,1,0,0.069504805,0.189934294,0.040497116
