2,問題の評価と作問者支援,1,0.26148818,0,0.129099445,0.284267622,0.229539043,0.174077656
6,中学校および高校の授業では、音読，発音練習，文法の説明などの「聞く」「読,1,0.048280455,0,0,0,0.096871896,0
7,む」活動が中心．,1,0,0,0,0.087038828,0,0.053300179
14,「受動的な学習」,1,0.092450033,0,0.182574186,0.100503782,0,0.123091491
15,が多く，「英語の基礎力」を重視している,1,0,0.263624865,0,0,0.121435348,0.040291148
27,は日本企業の英語学習評価指針として基準とされており，問題集による座,1,0.101273937,0,0,0.055048188,0,0.202259959
28,学が多い．社会人になるとテキストの例文だけを覚える「受動的な学習」では,1,0.050636968,0,0.1,0.055048188,0,0.067419986
30,く，「実践的な会話力」が重視している,1,0.056613852,0.246598481,0.111803399,0,0.113592367,0.037688918
32,ラーニング学習者は，,1,0,0,0,0.100503782,0.04637389,0.184637236
36,課題が,1,0,0,0,0.123091491,0,0.150755672
42,ラーニングを導入している大学の多くが、,1,0,0.284747399,0,0,0.163956459,0.043519414
46,を導入上の課題としている．,1,0,0.311925147,0,0,0.215526362,0.143019388
48,・学習者同士の評価,1,0.160128154,0,0,0.174077656,0.040160966,0.213200716
49,・問題に対するアドバイス生成,1,0.277350098,0,0.182574186,0.100503782,0.139121669,0.123091491
50,作問学習のモデル化,1,0,0,0,0.233549683,0.143684242,0.095346259
51,・作問による学習効果,1,0,0,0,0.261116484,0.160643866,0.106600358
52,関連研究,1,0,0,0.223606798,0,0,0.075377836
54,「問題を作ることによる学習」の知的支援環境に関する研究,1,0.113227703,0,0.223606798,0.246182982,0.141990459,0.18844459
63,・問題作成に,1,0.226455407,0,0,0.123091491,0.113592367,0.150755672
65,学習,1,0,0,0,0.174077656,0,0.213200716
66,学生同士による問題作成を取り入れた会計教育におけるモバイルラーニングの授業設計と組,1,0.092450033,0,0,0.050251891,0.04637389,0.061545745
67,織的支援の構築,1,0.080064077,0,0.316227766,0,0,0
69,関西大学：岩崎・柴，関西大学高等教育研究，,1,0,0,0.111803399,0,0,0.037688918
71,・学生同士の自由形式での問題評価,1,0.26148818,0,0,0.142133811,0.065582584,0.130558242
76,研究課題,1,0,0,0.223606798,0,0,0.150755672
77,用意された問題を解くだけでは，テキストでの「受動的な学習」と変わらない．,1,0.151910905,0,0.1,0.110096377,0.050800051,0.303389938
79,座学での学習と差別化ができないと，,1,0,0,0,0.071066905,0,0.130558242
81,ラーニング学習の,1,0,0,0,0.123091491,0,0.150755672
85,テスト問題から学習者を評価することは多いが，テスト問題自体を評価すること,1,0.384307569,0,0.126491106,0.313339781,0.385545278,0.277160931
88,評価のための問題の分析は負担が大きいため，,1,0.213504205,0,0,0.116051771,0.107095911,0.106600358
90,ラーニング提供側には,1,0,0,0,0,0.04637389,0.061545745
93,が課題となっている．,1,0,0.058123819,0,0.087038828,0,0.106600358
94,提案システム,1,0.226455407,0,0,0.123091491,0.113592367,0
95,誰でも問題を作成し，投稿できる学習システムを構築する．,1,0.202547873,0.183803656,0.1,0.110096377,0.33020033,0.235969952
99,対多の学習に対し，多対多の学習を実現する,1,0.073471836,0,0.072547625,0.079872306,0.110562691,0.122278997
101,動的な学習」だけでなく，問題を作成することでの学習を可能にする．,1,0.266469355,0,0.175411604,0.241402275,0.400991327,0.236524958
102,幅広い学習者の学習状況から問題の分析・評価をシステムで行う．,1,0.177646237,0,0,0.19312182,0.066831888,0.325221818
104,均質的なデータが取れ，信頼度はより安定する．また，作問者の分析負,1,0.171184197,0,0.084515425,0.232621053,0.236136335,0.056980288
106,問題の改善点，利用状況を把握することができ，「コンテンツ,1,0.202547873,0,0.1,0.165144565,0.279400279,0.168549966
107,の作成」の課題解決に役立つ．,1,0,0,0,0,0,0.106600358
108,提案システム図,1,0.184900065,0,0,0.100503782,0.092747779,0
109,作問者,1,0,0,0,0.201007563,0.231869448,0.061545745
110,④問題の分析結果,1,0.184900065,0,0,0.100503782,0.092747779,0.123091491
111,・信頼度評価機能,1,0.226455407,0,0,0.246182982,0,0
112,③問題の学習結果,1,0.184900065,0,0,0.201007563,0.092747779,0.246182982
113,問題の分析結果や利用状況,1,0.143222975,0,0,0.077849894,0.071842121,0.143019388
114,を把握することができる．,1,0.160128154,0,0.158113883,0.174077656,0.401609664,0.053300179
115,作問による,1,0,0,0,0.246182982,0.227184734,0
116,学習が可能,1,0,0,0,0.201007563,0.04637389,0.184637236
117,①問題投稿,1,0.226455407,0,0,0.123091491,0.113592367,0.226133508
118,②学習分析,1,0,0,0,0.123091491,0,0.150755672
119,信頼度の測定,1,0.226455407,0,0,0.246182982,0,0
120,クローンバックの,1,0,0,0,0.246182982,0.227184734,0
124,個々の問題が整合性を持つかどうかを判定できる．,1,0.169841555,0,0,0.123091491,0.113592367,0.18844459
125,質問紙やテストの信頼性の評価するための指標の一つ．,1,0.213504205,0,0.105409255,0.058025885,0.214191821,0.071066905
128,誰でも問題を簡単に作成し，投稿できるシステムの構築．,1,0.106752103,0.193746065,0,0.058025885,0.187417843,0.142133811
130,学習状況から問題を分析・評価する機能の作成．,1,0.320256308,0,0.105409255,0.174077656,0.214191821,0.319801075
