1,発音学習における,1,0.244338889,0.210299891,0.23570226
2,英単語帳作成の学習効果の検証,1,0.282138246,0.121416699,0
3,英語学習の中で英単語,1,0.049875467,0,0
4,を覚える際,1,0.061084722,0,0
5,，単語帳や単語アプリ,1,0,0.141652815,0
6,(e,1,0,0.04956816,0
10,を利用する人,1,0.199501867,0.143090952,0
11,が,1,0,0.04956816,0
16,・単語を覚えるのが苦手,1,0.043193421,0.099136319,0
18,学習習慣がついていない,1,0.172773685,0.123920399,0
22,単語学習から始めようとするが苦手とする人が多い．,1,0.312559357,0.283961887,0
23,単語帳を使った学習は，,1,0.172773685,0.223056719,0
24,単語と意味を覚えるだけの単純な記憶,1,0.035267281,0.202361165,0
25,学習,1,0.34554737,0.247840799,0
26,を繰り返してしまうという問題点がある．,1,0.043193421,0.173488559,0
27,研究動機,1,0.122169444,0.035049982,0
28,単語帳を自らが作成する際に，以下のメリットがある．,1,0.287956142,0.198272639,0
31,な学習」と差別化できる．,1,0.199501867,0.143090952,0
37,作問による学習効果が期待できる．,1,0.13060463,0.243555044,0.251976315
38,作問する際に，単語と意味以外の付加価値を追加することで，,1,0.277054258,0.370934142,0.178174161
39,単純な記憶学習から，,1,0.172773685,0.272624878,0
40,英単語に対してより深い理解が得られる,1,0.282138246,0.040472233,0
41,学習,1,0.34554737,0.247840799,0
42,に変わると考えられる．,1,0.1496264,0.085854571,0
43,研究課題,1,0.061084722,0.035049982,0
44,付加価値に成り得る情報例を以下に挙げる．,1,0.032651157,0.074940013,0
45,・発音記号,1,0.086386843,0,0.333333333
46,・舌の動き,1,0,0.070099964,0
48,写真,1,0,0.04956816,0
49,・発音音声,1,0,0.070099964,0.23570226
51,・絵,1,0,0.04956816,0
52,・アクセント,1,0,0.04956816,0
53,・類義語,1,0,0.04956816,0
54,発音,1,0,0.04956816,0.333333333
55,を付加価値として作問し学習した際，英単語に対してより,1,0.390699196,0.373634062,0.402015126
56,深い理解が得られる学習に成り得るのか．,1,0.335965972,0.140199927,0
57,単語,1,0,0.148704479,0
58,発音,1,0,0.04956816,0.333333333
59,意味,1,0.086386843,0.099136319,0
62,提案システム,1,0.122169444,0.105149946,0.23570226
63,単語帳を作成,1,0.1496264,0.114472761,0
65,投稿・学習することができる,1,0.463600446,0.266010659,0
68,構築する,1,0.244338889,0.140199927,0
70,発音記号を自動で参照する機能を作成．,1,0.261209259,0.11241002,0.125988158
71,自分,1,0,0.099136319,0
72,以外の学習者が投稿した単語帳での学習も可能にする,1,0.498754668,0.400654665,0.096225045
74,評価機能を追加する．,1,0.199501867,0.143090952,0
75,本研究,1,0.061084722,0.035049982,0
78,単語帳に発音記号を付加する．,1,0.231800223,0.177340439,0.149071198
81,された問題に対し，発音記号を意識しながら,1,0.176336404,0.161888932,0.272165527
82,発音して解答,1,0.199501867,0.171709142,0.384900179
83,する,1,0.34554737,0.198272639,0
88,英単語,1,0.086386843,0,0
90,覚えることが,1,0.122169444,0.035049982,0
91,で,1,0,0.099136319,0
95,英語をコンピュータに発音させる機能を作成．,1,0.097953472,0.018735003,0.125988158
97,e,1,0,0.04956816,0
98,ラーニングシステムのデータベース設計．,1,0.043193421,0.02478408,0.166666667
100,目的：発音を付加価値とした提案手法の学習効果の検証,1,0.374342984,0.264363518,0.222222222
102,級レベルの英単語,1,0.049875467,0,0
108,１．単語と意味を入力して作成,1,0.261209259,0.22482004,0.125988158
110,学習,1,0.34554737,0.247840799,0
111,２．単語と意味，発音での作問,1,0.032651157,0.28102505,0.377964473
113,学習,1,0.34554737,0.247840799,0
116,学習についてアンケート,1,0.244338889,0.175249909,0
117,e,1,0,0.04956816,0
118,ラーニングシステムの構築．,1,0.049875467,0.02861819,0.19245009
119,発音記号参照機能の作成．,1,0.172773685,0,0.166666667
