1,ラーニング英語学習におけ,1,0,0,0,0.149071198
4,説明」などの，テキストを使った,1,0,0,0.050832857,0
11,ラーニング学習が普及しつつ,1,0,0.152832144,0.078749923,0
12,ある．利用者には，,1,0,0,0.062257281,0
13,何度も繰,1,0,0,0,0.149071198
15,返すことができる」などのメリットがある．しかしデメリッ,1,0.133630621,0.064583368,0.033277916,0
16,トもいくつか存在する．,1,0,0.085435766,0.088045091,0
17,関連研究,1,0.5,0.241648837,0.249029123,0.365148372
27,ラーニング利用状況実態調査」実施結果のご報告,1,0,0.030206105,0,0
32,ラーニング利用状況，市場動向の調査,1,0,0.034879005,0,0
33,関連研究,1,0.5,0.241648837,0.249029123,0.365148372
36,：作問演習システム「,1,0,0,0.044022545,0
38,」利用による学習効果の検証,1,0,0.042717883,0,0
44,活用教育方法研究発表会，,1,0.144337567,0.139516021,0.143777031,0.105409255
46,・学習者が問題を作成し，,1,0,0.343872324,0.157499846,0.115470054
48,ラーニングで収集した後，その問題でテストする．,1,0,0.256307297,0.176090181,0.086066297
51,ラーニングとは異なった特徴がある．,1,0,0.042717883,0.044022545,0
53,：テスト理論に基づいた作問アドバイス生成システムの開発,1,0,0,0.029348364,0
55,岩手県立大学大学院：林・高木・山田・佐々木，教育システム情報学会，,1,0,0.027017161,0.027842302,0
57,・問題に対するアドバイス生成．問題分析負担の軽減，作問スキルの向上．,1,0,0.228336689,0.094124161,0.138013112
63,過半数が，以下の３項目を課題視して,1,0,0.096875053,0.066555833,0
64,いる．,1,0,0,0.176090181,0
69,ラーニング利用状況実態調査」実施結果の,1,0,0.034879005,0,0
75,ラーニングによる学習は，学習者が問題を作るため，,1,0,0.170871532,0.058696727,0.086066297
76,「コースラインナップの多さ」を解決することができる．,1,0.125,0.120824419,0.062257281,0
77,しかし作成した問題が学習者に適しているのかの判断が難しい,1,0,0.295958174,0.279580712,0.149071198
79,問題を評価することで，学習者に適した問題の提供に繋がると,1,0,0.320621355,0.177914999,0.149071198
86,研究課題,1,0.25,0.181236628,0.186771842,0.182574186
87,問題の難易度を評価することで，学習者の求める難易度の学習,1,0,0.251170358,0.117655201,0.069006556
90,ラーニングに難易度評価を実装すると次,1,0,0.069758011,0.071888515,0
92,・作成した問題が，投稿型で共有している全学習者内で，どの,1,0,0.29902518,0.242123999,0.064549722
95,・学習者自身も，全学習者内での英語力を測る指標がない．,1,0,0.085435766,0,0
96,問題と学習者の両方を評価する指標の定義が必要である．,1,0,0.284785886,0.176090181,0.086066297
97,提案,1,0,0.170871532,0.088045091,0
99,誰でも問題を作成し，投稿できる学習システムを構築する,1,0.111803399,0.297188775,0.194896116,0.081649658
102,問題と学習者の,1,0,0.246631812,0.101665714,0.149071198
104,に，学習,1,0,0.085435766,0,0
109,設け，難易度評価を行う．,1,0,0.085435766,0.044022545,0
110,それぞれ問題レベル，学習者レベルとする,1,0,0.19935012,0.117393454,0.086066297
111,学習者は自分の学習レベルに合った問題レベルでの学習が可能,1,0,0.156802471,0.060596787,0.059234888
112,になる．学習者に適した難易度の問題の提供が実現できる．,1,0.11785113,0.19935012,0.058696727,0.086066297
