User,text,timestamp,time
tsukiji,"今日の院ゼミの振り返り・まとめ
・目指す結論：知識などの内容ベースでの類似性がない場合のユーザである場合でもコミュニケーションでの行動パターンやコミュニケーションの質などの特徴から距離が近い人物(友好度のある人物？)の持つ知識は学習において効果があることを示す．
・評価方法：学習において効果があるかを評価する方法は作成したコンテンツ差分と人物の発言の類似性から評価する．
・これからやる事：コミュニケーションの行動種別よりユーザにとって最適な人物を推薦する提案手法をMAWの手法をブラッシュアップして加える＋具体例をいくつか挙げる．コミュニケーションの質は文章内に存在する専門単語の頻度(密度？)に基づく．データ作成はslackやgithubのコメントから抜粋slackのリアクションも含めるが、これは密度を最低値にできるようにする(リアクションのみは質が低いと考えられる)子の作成は何人かに手伝ってもらう",1537872529.0001,2018-09-25 19:48:49.000100
takano,"9月9日、10日に釧路において開催予定でした第75回情報システム研究会を延期と
し、発表希望者に次回の第76回情報システム研究会において発表の機会を設ける
ことにしました。

発表希望の場合は幹事の松本に9月末までに連絡していた
だけますでしょうか。

発表日時は後日連絡いたします。",1537865102.0001,2018-09-25 17:45:02.000100
syun070822,"13日の発表でいただいた質問等
・実験対象を今回はゲームやアニメとしたが、ほかのジャンル(政治とか)では感情の傾向が変わるのでは？
→ゲームやアニメでのユーザが抱く感情傾向として、大きく喜・好か怒・厭に大別され、そこに昂も含まれる傾向がある。政治では、あくまで想定だが、主に怒・厭の感情に大きく振れるのではないかと考えられる。
・ユーザが抱く感情において、ユーザ全体の感情の傾向と比べて大きく異なるユーザに対して類似度はとれるのか？(推薦できるのか)
→ユーザ全体の感情の傾向と比べて大きく異なるユーザに対して類似度をとることは難しいと考える。ユーザ間の共通のコンテンツに対する感情の類似性を算出しているが傾向が異なるユーザの場合、共通コンテンツの類似度が取れないため、類似ユーザが現れない可能性が高いと考えられる。
意見
・推薦手法部分もAIにやらせてみると面白いかも",1537237374.0001,2018-09-18 11:22:54.000100
takano,"s2: 文章が多いので減らしたい
s3: s2からのつなぎ
s5: コンテンツ感情を説明する
s5: 分けても良い
s6: 関連研究として前のと一緒に説明する（構成がわかりずらい）
s7: 補足図が欲しい
s8: 下のは例として述べる
s11; コンテンツは感情表現モデルの一部？
s15: コンテンツ名は必要？
s15: 下段の文章の確認
s17: 共通しないコンテンツは考慮しなくてよい？
s18: 協調フィルタリングを使用している？
s23: 赤と青の意味
s24: 評価指標と評価基準の違い
s25: ベースラインとして妥当である理由（目的）
s27: ユーザ数を示しているので、説明に加えると良い
s30: 評価指標の求め方
s32: グラフの本数が多くて、着眼する箇所がわかりにくい
最後: 2つめの今後の課題の必要性

箇条書きのインデントに違和感があります。",1536647790.0001,2018-09-11 15:36:30.000100
t.kasai,新千歳空港とかもまだ復旧してないみたいですね…,1536238788.0001,2018-09-06 21:59:48.000100
t.kasai,:scream:,1536238689.0001,2018-09-06 21:58:09.000100
takano,<@U0J8PMAQJ> 今日は海外の人をお連れしていて、詳細をまだ確認していないのですが、納富先生の情報だと札幌は大変のようです。,1536238549.0002,2018-09-06 21:55:49.000200
takano,<@U0J8PMAQJ> どうもありがとう。,1536238355.0001,2018-09-06 21:52:35.000100
t.kasai,両方キャンセル完了しました,1536231605.0001,2018-09-06 20:00:05.000100
t.kasai,ホテルとチケットは僕と築地くんでキャンセルしておきます,1536231388.0001,2018-09-06 19:56:28.000100
t.kasai,"<@U0JACJLRJ>
メールでも転送しましたが、研究会から今回の研究会が「延期・中止」になることが通知されました
&gt;発表者の皆様
&gt;
&gt;9/6(木)未明に北海道で発生した地震により会場、ホテル、交通機関に影響が出ています。
&gt;余震が続く可能性があることから、今回の研究会を「延期・中止」とします。
&gt;
&gt;延期、中止にするか情報システム技術委員会で検討しています。
&gt;延期の場合は発表の機会を設けることを含めて検討しています。
&gt;何かありましたら幹事の林(<mailto:shinichi.hayashi.ez@hitachi.com|shinichi.hayashi.ez@hitachi.com>)まで連絡ください。
&gt;よろしくお願いいたします。",1536231355.0001,2018-09-06 19:55:55.000100
ko-hei,提出は一階の受付です、よろしくお願いします,1536107640.0001,2018-09-05 09:34:00.000100
ko-hei,"<@U0J8PMAQJ> <@UA0BWS0F8> おはよーございます。
運営の方から、なるべく朝イチでFlash talkの資料を提出してほしいそうなので、そのようにお願いします",1536107612.0001,2018-09-05 09:33:32.000100
syun070822,,1536033277.0001,2018-09-04 12:54:37.000100
syun070822,再掲,1536033264.0001,2018-09-04 12:54:24.000100
syun070822,,1535947167.0001,2018-09-03 12:59:27.000100
syun070822,プログラムの最終版も挙げます。(要パスワード: kaitsymposium),1535947137.0001,2018-09-03 12:58:57.000100
syun070822,,1535946899.0001,2018-09-03 12:54:59.000100
syun070822,一応ポスターのテンプレ？っぽいもの,1535946888.0001,2018-09-03 12:54:48.000100
tsukiji,"<@U12475CJC>
昔笠井君が作ったポスターを共有します
参考にするといいよ",1535789632.0001,2018-09-01 17:13:52.000100
t.kasai,なるほど,1535353889.0001,2018-08-27 16:11:29.000100
tsukiji,話し言葉のまま書いてしまってたわすまん,1535353857.0001,2018-08-27 16:10:57.000100
tsukiji,参加してもいいと思う,1535353824.0001,2018-08-27 16:10:24.000100
t.kasai,？別に参加とは,1535353687.0001,2018-08-27 16:08:07.000100
tsukiji,僕と笠井君は別に参加してもいいんじゃないかな,1535353642.0001,2018-08-27 16:07:22.000100
t.kasai,:odaijini:,1535353484.0001,2018-08-27 16:04:44.000100
tsukiji,今来たわ,1535353475.0001,2018-08-27 16:04:35.000100
t.kasai,ついさっき来た,1535353464.0001,2018-08-27 16:04:24.000100
tsukiji,来てたっけ…？,1535353440.0001,2018-08-27 16:04:00.000100
t.kasai,"<@U0JACJLRJ> <@U0JAEV08K> 鷹野先生には転送しましたが（築地君にも届いてると思いますが）電気学会から懇親会の案内が来ました
9/9日（1日目）の夜にやるそうですが、どうしましょう？（というのもまあ変ですが）",1535353336.0001,2018-08-27 16:02:16.000100
tsukiji,前日に釧路にいたほうがよさそうですね...,1535353106.0001,2018-08-27 15:58:26.000100
t.kasai,<@U0JACJLRJ> <@U0JAEV08K> 電気学会の出張計画案を書いたのでご査収ください :bow:,1535352817.0001,2018-08-27 15:53:37.000100
t.kasai,出張計画案書いたので見といてください :bow:,1535352800.0001,2018-08-27 15:53:20.000100
t.kasai,一応9日出発で間に合うといえば間に合う,1535352791.0001,2018-08-27 15:53:11.000100
t.kasai,,1535352756.0001,2018-08-27 15:52:36.000100
