5,非同期通信での情報取得は方法が複数ある．,1,0.091287093,0,0.135803619,0,0.049507377,0.162221421
7,プログラミングにおいて「ある課題を成し遂げたい」ときに幾,1,0.105409255,0,0.156812512,0,0.057166195,0.187317162
8,つかの手法があったときに，それぞれを吟味する必要があり，そ,1,0,0.064549722,0.080977633,0,0.132842233,0.072547625
9,の検索推薦をサポート,1,0,0,0,0,0.080845208,0
13,検索,1,0,0,0,0,0.140028008,0
15,検索のクエリには単純なテキストによる検索だけではなく，ブ,1,0,0,0,0,0.099014754,0
16,ロックの前後のつながりをコンテキストとして利用する,1,0,0.083333333,0.052270837,0,0.22866478,0.093658581
18,した,1,0,0.40824829,0,0,0,0
19,ソースコードの,1,0,0,0,0,0.140028008,0
20,断片があったらそれを優先的に推薦する,1,0,0.15430335,0.096786784,0,0.264628062,0.086710997
22,プログラミングのロジック（例えばファイルが,1,0,0,0,0,0.062622429,0.102597835
24,されたらいずれ,1,0.298142397,0.11785113,0,0,0,0
26,されることを予測した推薦）を利用する,1,0.091287093,0.288675135,0.090535746,0.037904902,0.148522131,0.162221421
27,評価方法,1,0,0,0.271607238,0.075809804,0,0.324442842
29,クロールしたソースコードの検索の性能を評価する．,1,0,0.231455025,0.145180176,0.040522045,0.264628062,0.173421994
31,ソースコード,1,0,0,0,0,0.140028008,0
32,の推薦がよりモダンであるかどうかを基準とし，予め意,1,0,0.144337567,0,0,0,0
33,図したソースコードが上位にくるかどうかで判断する．,1,0,0.204124145,0.04267896,0,0.233380014,0.076471911
37,では進化が早く，一般的な検索,1,0,0,0,0,0.062622429,0
42,ることがしばしばある．,1,0.149071198,0,0.221766381,0.061898446,0,0.264906471
