1,物理キーボードに比べると十分なタイピングが行えない．,1,0,0,0,0,0,0.031311215,0
3,しかし，タッチ操作による直感的な操作が行える．,1,0,0.11785113,0.053376051,0,0,0.046676003,0
5,プログラミングの設計はどのようにロジックを組み立てていく,1,0.339422117,0,0.121045507,0,0.10666772,0.264628062,0.267261242
6,かなど，設計する人の負担が大きい,1,0.240965799,0.158113883,0.143222975,0,0.294492213,0.313112146,0.105409255
8,スニペット推薦,1,0,0,0,0,0.133038021,0.049507377,0
10,結合ニューラルネットワークを利用した,1,0,0,0.160128154,0,0.047036043,0,0
12,推薦手法,1,0,0,0,0,0.066519011,0,0
20,を利用した,1,0,0,0.226455407,0,0.066519011,0,0
22,推薦，メ,1,0,0,0,0,0.066519011,0,0
27,類似コード断片をランク付けして,1,0,0,0,0,0.038404769,0,0
28,推薦,1,0,0,0,0,0.094072087,0,0
29,関連研究,1,0,0,0,0,0.332595053,0,0
31,プログラミング,1,0.179605302,0,0.160128154,0,0.094072087,0.210042013,0.23570226
32,教育,1,0,0,0,0,0.094072087,0,0
35,プログラミング入門教育におけるペンタブレットの効果と,1,0.073323558,0,0.065372045,0,0.076809537,0.142915488,0.096225045
38,「タブレット端末を活用したプログラミング教育」（名古屋,1,0.067884423,0,0.060522753,0,0.10666772,0.21170245,0.178174161
42,「タブレット端末で動作する，インタプリタ型言語搭載マイ,1,0.119736868,0,0.053376051,0,0.125429449,0.210042013,0.23570226
43,コンのプログラミング環境の開発」（研究報告コンピュータ,1,0.067884423,0,0.060522753,0.133630621,0.177779534,0.264628062,0.089087081
44,と教育,1,0,0,0,0,0.066519011,0.099014754,0
45,設計が重要なプログラミングにおいて，タブレット等の手軽な,1,0.067884423,0,0.18156826,0,0.071111813,0.396942093,0.178174161
46,携帯端末から雛形の作成を行うことで，場所を問わず設計が可能,1,0,0,0.046225016,0.102062073,0.054312545,0.161690417,0.068041382
47,になる,1,0,0,0.160128154,0,0.094072087,0.070014004,0
50,電車やバスの中だと，わずかな空き時間で,1,0,0,0.18156826,0,0.10666772,0.052925612,0
51,PC,1,0,0,0,0,0,0.140028008,0
53,こと,1,0,0,0,0,0,0.070014004,0
55,も，タブレットを出す余裕くらいならある,1,0,0,0.080064077,0,0,0.210042013,0.11785113
56,研究,1,0,0,0,0,0.376288347,0,0
57,課題,1,0.179605302,0,0,0,0.094072087,0.140028008,0
