User,text,timestamp,time
takahashiy,"<@U0JACJLRJ> できれば「髙（難しい方）」でお願いしたいです
お手数お掛けして申し訳ありません",1518675894.000175,2018-02-15 15:24:54.000175
takano,要旨原稿は難しい方ですが、学籍データは簡単な方のようです,1518675845.00001,2018-02-15 15:24:05.000010
takano,<@U107G430F> 名前の「高」の表記ですが、難しいのと簡単なのはどちらに合わせますか？,1518675784.000121,2018-02-15 15:23:04.000121
takano,<@U0JACJLRJ>さんがこのファイルをアップロードしました : <https://kait-takanolab.slack.com/files/U0JACJLRJ/F99DX4XFE/1421083-kurihara-summary.docx|1421083-kurihara-summary.docx>,1518674287.000093,2018-02-15 14:58:07.000093
takano,<@U0JACJLRJ>さんがこのファイルをアップロードしました : <https://kait-takanolab.slack.com/files/U0JACJLRJ/F99DBTRSQ/1421172-kamimura-summary__1_-commented.docx|1421172-kamimura-summary (1)-commented.docx>,1518668486.000127,2018-02-15 13:21:26.000127
tsukiji,"<!channel> 学生側の卒論要旨の提出は12時だそうです.
まだ来てない子らはk-book上で提出してください",1518663331.000156,2018-02-15 11:55:31.000156
ko-hei,"<@U0JACJLRJ> おはようございます．まず卒論要旨の修正を確認しました．ありがとうございます．
提案方式の実行手順について，追加したものをgithubに上げました．修正した箇所は赤色になっています．
ご確認よろしくお願いします．",1518659601.000004,2018-02-15 10:53:21.000004
umetani,<@U0JACJLRJ> 承知しました。,1518656499.000056,2018-02-15 10:01:39.000056
ishikawa,<@U0JACJLRJ>ありがとうございます。,1518656064.000279,2018-02-15 09:54:24.000279
takano,<@U106UP90U> まとめのところの文章で、重み付け-&gt;重み付けスコアとしました。,1518655974.000118,2018-02-15 09:52:54.000118
takano,<@U0JACJLRJ>さんがこのファイルをアップロードしました : <https://kait-takanolab.slack.com/files/U0JACJLRJ/F999GU6PM/1421030-ishikawa-summary-commented-v2.docx|1421030-ishikawa-summary-commented-v2.docx>,1518655923.000306,2018-02-15 09:52:03.000306
ishikawa,<@U0JACJLRJ> おはようございます。「従来方式で～」となっていたので、修正しました。先ほどGitHubに修正したものを上げました。よろしくお願いいたします。,1518653789.000124,2018-02-15 09:16:29.000124
takano,<!channel> ko-heiくんに連絡してもらいましたが、卒業時アンケートをよろしくお願いします。,1518653228.000257,2018-02-15 09:07:08.000257
takano,従来方式の方が良かったという結論に聞こえます。,1518652809.000186,2018-02-15 09:00:09.000186
takano,<@U106UP90U>くん、まとめと今後の展望にある結論に違和感があるのですが確認してもらえますか。,1518652795.000325,2018-02-15 08:59:55.000325
takano,<@U0JACJLRJ>さんがこのファイルをアップロードしました : <https://kait-takanolab.slack.com/files/U0JACJLRJ/F998ZBQP5/1421030-ishikawa-summary-commented.docx|1421030-ishikawa-summary-commented.docx>,1518652754.000413,2018-02-15 08:59:14.000413
takano,図中にある「現在地からの歩行推薦例」などです。キャプションにも書いてあるので不要です。,1518651839.000327,2018-02-15 08:43:59.000327
takano,<@U123ZGHM2> ちょっと修正しました。図2～4の上にある文言を削除してみてもらえますか。,1518651804.000092,2018-02-15 08:43:24.000092
takano,<@U0JACJLRJ>さんがこのファイルをアップロードしました : <https://kait-takanolab.slack.com/files/U0JACJLRJ/F99F8P8TF/1321083_umetani-summary-v3.docx|1321083_umetani-summary-v3.docx>,1518651770.000232,2018-02-15 08:42:50.000232
takano,<@U107MMD8Q> <@U12475CJC> そういえば、タイトルが1行に収まるときに、2行で書く必要はありません。,1518651137.000137,2018-02-15 08:32:17.000137
takano,<@U12475CJC> 提案方式の実行手順も書いてもらえますか。,1518650945.000305,2018-02-15 08:29:05.000305
takano,<@U0JACJLRJ>さんがこのファイルをアップロードしました : <https://kait-takanolab.slack.com/files/U0JACJLRJ/F998N5MT5/1421172-kamimura-summary.docx|1421172-kamimura-summary.docx>,1518650917.000213,2018-02-15 08:28:37.000213
ko-hei,<!channel> 共同机のクリアファイルの隣に、平成29年度 卒業時アンケートが置いてあります。卒論要旨提出後は研究室に来る頻度が極端に下がると思いますので、要旨提出と合わせて明日中に、卒業時アンケートの回答と提出をお願いします。,1518619293.000101,2018-02-14 23:41:33.000101
umetani,<@U0JACJLRJ> 遅れて申し訳ございません。GitHubに修正した論文要旨を提出しました。,1518616423.000504,2018-02-14 22:53:43.000504
yuta,また，クリアファイルに入れた人は電子での”要旨”の提出も忘れずにしましょう。（先生より）,1518613660.000432,2018-02-14 22:07:40.000432
yuta,先生の要旨のチェックが通った人は，共同机の上にある緑と黒のクリアファイルに”印刷した要旨”と”卒論要旨公開承諾書”をそれぞれ入れて下さい．まとめて先生に提出するみたいです。,1518613414.000034,2018-02-14 22:03:34.000034
ishikawa,<@U0JACJLRJ> 分かりました,1518609389.000195,2018-02-14 20:56:29.000195
takano,さっきも言ったけど。,1518609240.000156,2018-02-14 20:54:00.000156
takano,<@U106UP90U> 参考文献に、学術論文を一つ載せておいてもらえますか。,1518609235.000395,2018-02-14 20:53:55.000395
