0, saito/.txt	-- ::. ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,実装,1.0,0.0,0.0,0.0,0.0,0.0448110714948,0.0,0.333333333333
2,詳細,1.0,0.0,0.0,0.0,0.0,0.0896221429896,0.0,0.0
3,(/),nan,nan,nan,nan,nan,nan,nan,nan
4,東京駅,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,全然わからない,1.0,0.0,0.0,0.0835511986289,0.0489702106874,0.0517433683804,0.203111115926,0.0
6,乗る,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,とこ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,どこ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,実装,1.0,0.0,0.0,0.0,0.0,0.0448110714948,0.0,0.333333333333
10,詳細,1.0,0.0,0.0,0.0,0.0,0.0896221429896,0.0,0.0
11,実装,1.0,0.0,0.0,0.0,0.0,0.0448110714948,0.0,0.333333333333
12,詳細,1.0,0.0,0.0,0.0,0.0,0.0896221429896,0.0,0.0
13,(,nan,nan,nan,nan,nan,nan,nan,nan
14,/),nan,nan,nan,nan,nan,nan,nan,nan
15,解析結果を基に，吹き出しを表示する．,1.0,0.109108945118,0.0,0.0,0.242390176373,0.256116606643,0.0574484989621,0.0
16,Twitter,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,から,1.0,0.0,0.0,0.0723574605292,0.084818892968,0.0896221429896,0.211079263419,0.0
18,取得した投稿文,1.0,0.0,0.0980580675691,0.0361787302646,0.21204723242,0.0672166072422,0.140719508946,0.0
